ID,PO_BOX,ADDRESS_FULL,CITY,PROVINCE,POSTAL_CODE,COUNTRY,GEO_LATITUDE,GEO_LONGITUDE,HA_ID,HA_NAME,NUM_PHYSICIANS
PCC_0071,BOX 781,"COLUMBIA COAST CLINIC, 1371 B CEDAR ST, STN A",CAMPBELL RIVER,BC,V9W 6Y4,CANADA,50.0286822,-125.2472915,4 VIHA,Vancouver Island,1
PCC_0072,,"COPEMAN HEALTH CARE CENTRE, 220, 138 EAST 13 ST",NORTH VANCOUVER,BC,V7L 0E5,CANADA,49.3204014,-123.0710295,3 VCHA,Vancouver Coastal,8
PCC_0073,,"LAKESIDE MEDICAL CLINIC, 1219, 138 S SHORE RD",LAKE COWICHAN,BC,V0R 2G0,CANADA,48.823327,-124.0574911,4 VIHA,Vancouver Island,1
PCC_0074,PO BOX BOX 1,"LAKESIDE MEDICAL CLINIC, 138 SOUTH SHORE RD",LAKE COWICHAN,BC,V0R 2G0,CANADA,48.823327,-124.0574911,4 VIHA,Vancouver Island,1
PCC_0075,,"AMARI MEDICAL CLINIC, 13805 104 AVE UNIT 102",SURREY,BC,V3T 1W7,CANADA,49.1919092,-122.8394092,2 FHA,Fraser,5
PCC_0076,,"VALLEYVIEW MEDICAL CLINIC, 27, 1400 COWICHAN BAY RD",COBBLE HILL,BC,V0R 1L0,CANADA,48.7101595,-123.6082151,4 VIHA,Vancouver Island,1
PCC_0077,PO BOX 69,"PEMBERTON MEDICAL CENTRE, 1403 PORTAGE RD",PEMBERTON,BC,V0N 2L0,CANADA,50.3209128,-122.8047946,3 VCHA,Vancouver Coastal,3
PCC_0078,,1405 SPRUCE ST,CAMPBELL RIVER,BC,V9W 7K1,CANADA,50.0292785,-125.27048,4 VIHA,Vancouver Island,2
PCC_0079,,"1424B ISLAND HWY, RIVER CITY MEDICAL CLINIC",CAMPBELL RIVER,BC,V9W 8C9,CANADA,50.0340816,-125.2509981,4 VIHA,Vancouver Island,1
PCC_0080,,"YORSTON MEDICAL CLINIC, 143 FOURTH AVE S",WILLIAMS LAKE,BC,V2G 1J8,CANADA,52.1263498,-122.1412404,1 IHA,Interior,2
PCC_0081,,"101, 143 FOURTH AVE S",WILLIAMS LAKE,BC,V2G 1J8,CANADA,52.1263498,-122.1412404,1 IHA,Interior,7
PCC_0082,,"106, 14340 64 AVE",SURREY,BC,V3W 1Z1,CANADA,49.1189167,-122.8250531,2 FHA,Fraser,3
PCC_0083,,1443 VIEW CRES,DELTA,BC,V4L 2K2,CANADA,49.0292211,-123.0682007,2 FHA,Fraser,4
PCC_0084,,1450 WADDINGTON RD,NANAIMO,BC,V9S 4V9,CANADA,49.1851172,-123.9624424,4 VIHA,Vancouver Island,6
PCC_0085,,"HEALTH POINT CARE CENTRE, 1454 HILLSIDE AVE",VICTORIA,BC,V8T 2B7,CANADA,48.4425235,-123.342568,4 VIHA,Vancouver Island,4
PCC_0086,,"210, 1465 SALISBURY AVE",PORT COQUITLAM,BC,V3B 6J3,CANADA,49.2728126,-122.7550096,2 FHA,Fraser,7
PCC_0087,,"HEALTHCONNECTION CLINIC, 148 15 ST E",NORTH VANCOUVER,BC,V7V 2Z3,CANADA,49.3223321,-123.0698208,3 VCHA,Vancouver Coastal,1
PCC_0088,,"FIRST CANADIAN MEDICAL CENTER, 14888 104 AVE UNIT 104",SURREY,BC,V3R 1M4,CANADA,49.1910464,-122.8098353,2 FHA,Fraser,4
PCC_0089,,"GROW CLINIC 205, 1497 ADMIRALS RD",VICTORIA,BC,V9A 7N8,CANADA,48.4475395,-123.4264501,4 VIHA,Vancouver Island,3
PCC_0090,,"CENTURIA MEDICAL, 2, 1499 GORDON DR",KELOWNA,BC,V1Y 9R2,CANADA,49.8861966,-119.4769375,1 IHA,Interior,3
PCC_0091,PO BOX 538,"HOUSTON HEALTH CENTRE, 14 ST",HOUSTON,BC,V0J 1Z0,CANADA,54.3965027,-126.6464198,5 NHA,Northern,1
PCC_0092,,"100, 15129 100 AVE",SURREY,BC,V3R 9P4,CANADA,49.1844108,-122.8027054,2 FHA,Fraser,4
PCC_0093,,"FOCUSMED CLINIC, 200, 15135 101 AVE",SURREY,BC,V3R 7Z1,CANADA,49.1863027,-122.8026987,2 FHA,Fraser,3
PCC_0094,,"PANORAMA VILLAGE MEDICAL CLINIC, 103, 15157 56 AVE, HIGHWAY 10",SURREY,BC,V3S 9A5,CANADA,49.1053336,-122.8027414,2 FHA,Fraser,7
PCC_0095,,"101, 1516 FAIRVIEW RD",PENTICTON,BC,V2A 6A3,CANADA,49.4819532,-119.5930404,1 IHA,Interior,5
PCC_0096,,15229 RUSSELL AVE,WHITE ROCK,BC,V4B 5C3,CANADA,49.0295802,-122.8000195,2 FHA,Fraser,3
PCC_0097,,"106, 15252 32 AVE",SURREY,BC,V3S 0R7,CANADA,49.0610132,-122.7984631,2 FHA,Fraser,9
PCC_0098,,"200, 1530 W7 AVE, SEYMOUR HEALTH CENTRE",VANCOUVER,BC,V6J 1S3,CANADA,49.2653242,-123.1391941,3 VCHA,Vancouver Coastal,6
PCC_0099,,"SULLIVAN MEDICAL CLINIC, 15325 56 AVE",SURREY,BC,V3S 0X9,CANADA,49.1052414,-122.7984342,2 FHA,Fraser,1
PCC_0100,,"HILLTOP MEDICAL CLINIC, 200, 15331 16 AVE",SURREY,BC,V4A 0C1,CANADA,49.0313142,-122.798629,2 FHA,Fraser,18
PCC_0101,,"HYGIEA MEDICAL CLINIC, 15336 31 AVE, SUITE 300",SURREY,BC,V3Z 0X2,CANADA,49.0579213,-122.7969245,2 FHA,Fraser,1
PCC_0102,PO BOX 203,15355 24 AVE 410,SURREY,BC,V4A 2H9,CANADA,49.0458355,-122.7975087,2 FHA,Fraser,2
PCC_0103,,"HIGHROADS MEDICAL CLINIC, 401, 15355 24 AVE",SURREY,BC,V4A 2H9,CANADA,49.0458355,-122.7975087,2 FHA,Fraser,2
PCC_0104,,"PENINSULA MEDICAL CLINIC, 109, 15388 24 AVE",SURREY,BC,V4A 2J2,CANADA,49.045415,-122.7964025,2 FHA,Fraser,3
PCC_0105,PO BOX 250,154 MEMORIAL AVE,PARKSVILLE,BC,V9P 2G4,CANADA,49.3196578,-124.3151253,4 VIHA,Vancouver Island,9
PCC_0106,,"WHITE ROCK MEDICAL ASSOCIATES, 15451 RUSSELL AVE",WHITE ROCK,BC,V4B 2R5,CANADA,49.029551,-122.7945119,2 FHA,Fraser,5
PCC_0107,,"101, 15451 RUSSELL AVE",WHITE ROCK,BC,V4B 2R5,CANADA,49.029551,-122.7945119,2 FHA,Fraser,10
PCC_0108,,"PRIMARY CARE ACCESS CLINIC, 15476 VINE AVE, BERKLEY PAVILLION",WHITE ROCK,BC,V4B 5M2,CANADA,49.0301548,-122.7935154,2 FHA,Fraser,1
PCC_0109,,"LOTUS INTEGRATIVE MEDICAL CENTRE, 15551 MARINE DR",WHITE ROCK,BC,V4B 1C9,CANADA,49.017241,-122.7915308,2 FHA,Fraser,1
PCC_0110,,"140, 1575 MCCALLUM RD",ABBOTSFORD,BC,V2S 0K2,CANADA,49.0307425,-122.2935838,2 FHA,Fraser,3
PCC_0111,,"SEAWALL MEDICAL CENTER, 102, 1590 BELLEVUE AVE",WEST VANCOUVER,BC,V7V 3R5,CANADA,49.3274895,-123.1583908,3 VCHA,Vancouver Coastal,1
PCC_0112,,"ROSS BAY HEALTH CENTRE, 16, 1594 FAIRFIELD RD",VICTORIA,BC,V8S 1G1,CANADA,48.4127737,-123.3383309,4 VIHA,Vancouver Island,4
PCC_0113,,"EASTSHORE HEALTH UNIT, 15985 HIGHWAY 3A",CRAWFORD BAY,BC,V0B 1E0,CANADA,49.6723897,-116.8246896,1 IHA,Interior,2
PCC_0114,,"UNIT 201, 16088 84 AVE",SURREY,BC,V4N 0V9,CANADA,49.1551695,-122.7763394,2 FHA,Fraser,5
PCC_0115,,"GRACEMED CLINIC, 102, 1629 TOWNSITE RD",NANAIMO,BC,V9S 1N3,CANADA,49.1812857,-123.9774969,4 VIHA,Vancouver Island,1
PCC_0116,,"ROYAL OAK CLINIC, 103, 1638 BROADWAY E",VANCOUVER,BC,V5N 1W1,CANADA,49.2621083,-123.0707674,3 VCHA,Vancouver Coastal,5
PCC_0117,,"ATLIN HEALTH CENTRE, 164 THIRD ST",ATLIN,BC,V0W 1A0,CANADA,59.5733591,-133.7014085,5 NHA,Northern,2
PCC_0118,,164 KINGS LANE,SALT SPRING ISLAND,BC,V8K 2P7,CANADA,48.8638825,-123.5110295,4 VIHA,Vancouver Island,6
PCC_0119,,"OAK BAY MEDICAL CLINIC, 1640 OAK BAY AVE",VICTORIA,BC,V8R 1B2,CANADA,48.4267034,-123.334592,4 VIHA,Vancouver Island,3
PCC_0120,,"130, 1641 HILLSIDE AVE",VICTORIA,BC,V8T 5G1,CANADA,48.4450083,-123.3337894,4 VIHA,Vancouver Island,3
PCC_0121,BOX 48,"WEST CHILCOTIN HEALTH CENTRE, 16452 HIGHWAY 20",TATLA LAKE,BC,V0L 1V0,CANADA,51.9043339,-124.6057514,1 IHA,Interior,1
PCC_0122,,"TUSCANY MEDICAL CLINIC, 102, 1646 MCKENZIE AVE",VICTORIA,BC,V8N 0A3,CANADA,48.4691264,-123.3303756,4 VIHA,Vancouver Island,4
PCC_0123,,"101, 1660 FELTHAM RD",VICTORIA,BC,V8N 2A1,CANADA,48.4764944,-123.3336197,4 VIHA,Vancouver Island,3
PCC_0124,PO BOX 1060,168 WELD ST,PARKSVILLE,BC,V9P 2H1,CANADA,49.3190801,-124.308108,4 VIHA,Vancouver Island,4
PCC_0125,,"COMOX MEDICAL CLINIC, 100, 1695 COMOX AVE",COMOX,BC,V9M 3M1,CANADA,49.6720752,-124.9230016,4 VIHA,Vancouver Island,12
PCC_0126,,"BRICKYARD MEDICAL CLINIC, 17475 56 AVE",SURREY,BC,V3S 2X6,CANADA,49.104376,-122.7390628,2 FHA,Fraser,2
PCC_0127,,"201, 1757 BEAUFORT AVE",COMOX,BC,V9M 1R8,CANADA,49.6718576,-124.9255551,4 VIHA,Vancouver Island,6
PCC_0128,,"PACIFIC HIGHWAY MEDICAL CLINIC, 17660 65A AVE, UNIT 106",SURREY,BC,V3S 5N4,CANADA,49.1207061,-122.733754,2 FHA,Fraser,1
PCC_0129,,"101B, 1771 COMOX AVE",COMOX,BC,V9M 3L9,CANADA,49.6730416,-124.926123,4 VIHA,Vancouver Island,4
PCC_0130,,"MOUNTAIN VIEW MEDICAL CLINIC, 201, 1789 KLO RD",KELOWNA,BC,V1W 3P3,CANADA,49.8605705,-119.4576554,1 IHA,Interior,4
PCC_0131,,"AQUARIUS MEDICAL CLINIC, 179 DAVIE ST",VANCOUVER,BC,V6Z 2Y1,CANADA,49.2739437,-123.1202846,3 VCHA,Vancouver Coastal,1
PCC_0132,,"AQUAIRUS MEDICAL CLINIC, 201, 179 DAVIE ST",VANCOUVER,BC,V6Z 2Y1,CANADA,49.273787,-123.1198134,3 VCHA,Vancouver Coastal,1
PCC_0133,,"JUBILEE MEDICAL CLINIC, 1803 FORT ST",VICTORIA,BC,V8R 1J6,CANADA,48.4294267,-123.3299316,4 VIHA,Vancouver Island,7
PCC_0134,,"230, 181 KEEFER PL",VANCOUVER,BC,V6B 6C1,CANADA,49.2802457,-123.1083769,3 VCHA,Vancouver Coastal,4
PCC_0135,,1823 FORT ST,VICTORIA,BC,V8R 1J6,CANADA,48.4294848,-123.3293751,4 VIHA,Vancouver Island,4
PCC_0136,,"CAPRI MEDICAL CENTRE, 1835 GORDON DR",KELOWNA,BC,V1Y 3H4,CANADA,49.8816284,-119.4757465,1 IHA,Interior,1
PCC_0137,,"CAPRI MEDICAL CENTRE, 132, 1835 GORDON DR",KELOWNA,BC,V1Y 3H5,CANADA,49.8816284,-119.4757465,1 IHA,Interior,5
PCC_0138,,"CASTLEGAR MEDICAL CLINIC, 1840 8 AVE",CASTLEGAR,BC,V1N 2Y2,CANADA,49.2989656,-117.6582702,1 IHA,Interior,4
PCC_0139,,"LEXITOR CLINIC, 102, 1847 DUFFERIN CRES",NANAIMO,BC,V9S 0B1,CANADA,49.1829388,-123.9835389,4 VIHA,Vancouver Island,7
PCC_0140,,"APPLE PLAZA CLINIC, 1848 MAIN ST",PENTICTON,BC,V2A 5H3,CANADA,49.4780227,-119.5828142,1 IHA,Interior,1
PCC_0141,,186 KENNETH ST,DUNCAN,BC,V9L 1N4,CANADA,48.778342,-123.7098728,4 VIHA,Vancouver Island,10
PCC_0142,PO BOX 379,"CHRISTINA LAKE MEDICAL CLINIC, 1875 BAKERY FRONTAGE RD",CHRISTINA LAKE,BC,V0H 1E0,CANADA,49.052974,-118.2113701,1 IHA,Interior,1
PCC_0143,,1885 SOLLANS RD,HORNBY ISLAND,BC,V0R 1Z0,CANADA,49.53547,-124.6648743,4 VIHA,Vancouver Island,2
PCC_0144,PO BOX 1720,"VILLAGE MEDICAL CLINIC, 190 HORSE LAKE RD",100 MILE HOUSE,BC,V0K 2E0,CANADA,51.6383092,-121.2959826,1 IHA,Interior,3
PCC_0145,,"PITT RIVER MEDICAL CENTER, 105, 19070 LOUGHEED HWY",PITT MEADOWS,BC,V3Y 2M6,CANADA,49.2312423,-122.6927321,2 FHA,Fraser,5
PCC_0146,,"COLWOOD MEDICAL TREATMENT CENTRE, 1910 SOOKE RD",VICTORIA,BC,V9B 1V7,CANADA,48.441496,-123.4707503,4 VIHA,Vancouver Island,1
PCC_0147,,"FORD RD MEDICAL CLINIC, 2, 19126 FORD RD",PITT MEADOWS,BC,V3Y 2P1,CANADA,49.2219378,-122.6919534,2 FHA,Fraser,2
PCC_0148,,"DOGWOOD MEDICAL CLINIC, 191, B DOGWOOD ST",CAMPBELL RIVER,BC,V9W 6B9,CANADA,50.0108711,-125.2473006,4 VIHA,Vancouver Island,3
PCC_0149,,"SURLANG MEDICINE CENTRE, 19475 FRASER HWY UNIT 106",SURREY,BC,V3S 6K7,CANADA,49.1156929,-122.6827397,2 FHA,Fraser,1
PCC_0150,PO BOX 610,"BEAVER VALLEY CLINIC, 1957 COLUMBIA GARDENS RD",FRUITVALE,BC,V0G 1L0,CANADA,49.1150403,-117.542582,1 IHA,Interior,1
PCC_0151,,"ABERDEEN MEDICAL CLINIC, 1966 HARRISON WAY",KAMLOOPS,BC,V1S 1M9,CANADA,50.6494377,-120.3729734,1 IHA,Interior,12
PCC_0152,,"OXFORD CROSSING CLINIC, 3190, 1971 LOUGHEED HWY",PORT COQUITLAM,BC,V3B 0K2,CANADA,49.2645928,-122.7687074,2 FHA,Fraser,4
PCC_0153,PO BOX 1059,"ASSOCIATE MEDICAL CLINIC, 1973 COLUMBIA AVE",ROSSLAND,BC,V0G 1Y0,CANADA,49.0767259,-117.8007222,1 IHA,Interior,4
PCC_0154,,20040 40A AVE,LANGLEY,BC,V3A 2Y5,CANADA,49.0758122,-122.6684036,2 FHA,Fraser,2
PCC_0155,,"301, 20055 WILLOWBROOK DR",LANGLEY,BC,V2Y 2T5,CANADA,49.1165575,-122.6664047,2 FHA,Fraser,3
PCC_0156,,"CROSSROADS MEDICAL CLINIC, 103, 20110 LOUGHEED HWY",MAPLE RIDGE,BC,V2X 2P7,CANADA,49.2202645,-122.6636816,2 FHA,Fraser,1
PCC_0157,,"RICHMOND RD MEDICAL CLINIC, 101, 2020 RICHMOND RD",VICTORIA,BC,V8R 6R5,CANADA,48.4305342,-123.3302199,4 VIHA,Vancouver Island,1
PCC_0158,,"HEALTHWAY MEDICAL CLINIC, UNIT B 20200 FRASER HWY",LANGLEY,BC,V3A 4E6,CANADA,49.1060814,-122.6625836,2 FHA,Fraser,2
PCC_0159,BOX 998,"MERRITT MEDICAL CLINIC, 2035 CHARTERS ST",MERRITT,BC,V1K 1B8,CANADA,50.1100775,-120.7846223,1 IHA,Interior,2
PCC_0160,,"LANGLEY YOUTH WELLNESS CLINIC, 20389 FRASER HWY",LANGLEY,BC,V3A 7N2,CANADA,49.1052313,-122.6571773,2 FHA,Fraser,1
PCC_0161,,"WESTGATE MEDICAL CLINIC, 402, 20395 LOUGHEED HWY",MAPLE RIDGE,BC,V2X 2P9,CANADA,49.2196856,-122.6557605,2 FHA,Fraser,5
PCC_0162,,"100, 205 NEWPORT DR",PORT MOODY,BC,V3H 5C9,CANADA,49.2828136,-122.827467,2 FHA,Fraser,3
PCC_0163,,"QUESNEL MEDICAL CLINIC, 205 ST LAURENT AVE",QUESNEL,BC,V2J 2C8,CANADA,52.9790416,-122.4968088,5 NHA,Northern,5
PCC_0164,,"101, 2051 MCCALLUM RD",ABBOTSFORD,BC,V2S 3N5,CANADA,49.0398624,-122.2934393,2 FHA,Fraser,5
PCC_0165,,"GATEWAY HEALTHCARE, 203, 2051 MCCALLUM RD",ABBOTSFORD,BC,V2S 3N5,CANADA,49.0398624,-122.2934393,2 FHA,Fraser,13
PCC_0166,,"PURE CARE CLINIC AND TRUE CARE CLINIC LANGLEY, 20644 FRASER HWY APT 100",LANGLEY,BC,V3A 4G5,CANADA,49.1031765,-122.6508063,2 FHA,Fraser,1
PCC_0167,PO BOX 700,"MONASHEE MEDICAL CLINIC, 2067 COLUMBIA AVE",ROSSLAND,BC,V0G 1Y0,CANADA,49.07669,-117.798953,1 IHA,Interior,4
PCC_0168,PO BOX 326,"20800 LOUGHEED HWY, STN DEL CENTRE",MAPLE RIDGE,BC,V2X 7G2,CANADA,49.2175452,-122.6451656,2 FHA,Fraser,1
PCC_0169,,"CLINE MEDICAL CENTRE, 2090 SKAHA DR",NANAIMO,BC,V9R 6R8,CANADA,49.1747993,-123.991293,4 VIHA,Vancouver Island,1
PCC_0170,,"COVID, 19 AND INFLUENZA, LIKE ILLNESS ASSESSMENT CENTRE, 2099 LOUGHEED HWY UNIT A120",PORT COQUITLAM,BC,V3B 1A8,CANADA,49.2667716,-122.7737774,2 FHA,Fraser,1
PCC_0171,PO BOX 250,212 ALPINE WAY,ELKFORD,BC,V0B 1H0,CANADA,50.0210092,-114.9174472,1 IHA,Interior,3
PCC_0172,,"CANNON CLINIC, 4, 2151 MCCALLUM RD",ABBOTSFORD,BC,V2S 3N9,CANADA,49.0409292,-122.2946068,2 FHA,Fraser,7
PCC_0173,,"HOY MEDICAL, 402, 2155 10TH AVE",PRINCE GEORGE,BC,V2M 5J6,CANADA,53.9152456,-122.765827,5 NHA,Northern,11
PCC_0174,PO BOX 400,"PORT MCNEILL MEDICAL CLINIC, 2161 MCNEILL RD",PORT MCNEILL,BC,V0N 2R0,CANADA,50.5836711,-127.0782247,4 VIHA,Vancouver Island,4
PCC_0175,,"PROTEA MEDICAL CLINIC, SUITE 1, 219 FERN RD WEST",QUALICUM BEACH,BC,V9K 2M2,CANADA,49.3464455,-124.4480103,4 VIHA,Vancouver Island,1
PCC_0176,PO BOX 189,"TONQUIN CLINIC, 220 FIRST",TOFINO,BC,V0R 2Z0,CANADA,49.151284,-125.9072416,4 VIHA,Vancouver Island,3
PCC_0177,,"TUMBLER RIDGE MEDICAL CLINIC, 220 FRONT ST",TUMBLER RIDGE,BC,V0C 2W0,CANADA,55.1244008,-121.0001792,5 NHA,Northern,1
PCC_0178,,"BALANCE MEDICAL CENTER, 2201 BROADWAY W",VANCOUVER,BC,V6K 2E4,CANADA,49.264168,-123.1558405,3 VCHA,Vancouver Coastal,2
PCC_0179,,"2207 GLENMORE RD, THE BRIDGE MEDICAL",CAMPBELL RIVER,BC,V9H 1E1,CANADA,49.8695316,-125.1286099,4 VIHA,Vancouver Island,2
PCC_0180,,"PRIMACY CLINIC, 100, 2210 MAIN ST",PENTICTON,BC,V2A 5H8,CANADA,49.4738742,-119.5800415,1 IHA,Interior,3
PCC_0181,,"303, 22112 52 AVE",LANGLEY,BC,V2Y 2M6,CANADA,49.0963994,-122.6114208,2 FHA,Fraser,5
PCC_0182,BOX 948,"DR LORA CRUISE MEDICAL CLINIC, 222 FIRST ST E",REVELSTOKE,BC,V0E 2S0,CANADA,50.997573,-118.1930465,1 IHA,Interior,1
PCC_0183,PO BOX 74769,2230 WEST BROADWAY,VANCOUVER,BC,V6K 0E4,CANADA,49.2635846,-123.1566043,3 VCHA,Vancouver Coastal,6
PCC_0184,,"201, 2245 ABBOTT ST",KELOWNA,BC,V1Y 1E2,CANADA,49.8738804,-119.4969408,1 IHA,Interior,12
PCC_0185,,"100, 22470 DEWDNEY TRUNK RD",MAPLE RIDGE,BC,V2X 5Z6,CANADA,49.2208024,-122.5947354,2 FHA,Fraser,3
PCC_0186,,"101, 2255 ELGIN AVE",PORT COQUITLAM,BC,V3C 2B4,CANADA,49.2631761,-122.7785756,2 FHA,Fraser,7
PCC_0187,,"106, 22722 LOUGHEED HWY",MAPLE RIDGE,BC,V2X 2V6,CANADA,49.2162,-122.5928078,2 FHA,Fraser,4
PCC_0188,,"203, 2276 ISLAND HWY S, SUITE",CAMPBELL RIVER,BC,V9W 1C3,CANADA,49.9698565,-125.2143336,4 VIHA,Vancouver Island,5
PCC_0189,,"PRIMARY CARE ACCESS CLINIC, 101, 2296 MCCALLUM RD",ABBOTSFORD,BC,V2S 3P4,CANADA,49.0436744,-122.2929111,2 FHA,Fraser,1
PCC_0190,,"INTEGRATED HEALTH CLINIC, 23252 MAVIS AVE",LANGLEY,BC,V1M 2R4,CANADA,49.1702166,-122.577856,2 FHA,Fraser,1
PCC_0191,,"SHORELINE MEDICAL CLINIC, 2379 BEVAN AVE",SIDNEY,BC,V8L 4M9,CANADA,48.6473855,-123.4008276,4 VIHA,Vancouver Island,2
PCC_0192,,"RAVEN SONG PRIMARY CARE, 2450 ONTARIO ST",VANCOUVER,BC,V5T 4T7,CANADA,49.2635129,-123.1041171,3 VCHA,Vancouver Coastal,13
PCC_0193,,"18, 2475 DOBBIN RD",WESTBANK,BC,V4T 2E9,CANADA,49.8283801,-119.6290661,1 IHA,Interior,5
PCC_0194,,2479 MCCALLUM RD,ABBOTSFORD,BC,V2S 3P8,CANADA,49.047228,-122.2936701,2 FHA,Fraser,2
PCC_0195,,"MCCALLUM HEALTH CENTRE, 2481 MCCALLUM RD SUITE 1C",ABBOTSFORD,BC,V2S 3P8,CANADA,49.0472544,-122.2939808,2 FHA,Fraser,1
PCC_0196,,"DIRECTOR, AMBLESIDE MEDICAL CENTRE, 250 16 ST",WEST VANCOUVER,BC,V7V 3R5,CANADA,49.3278445,-123.1581902,3 VCHA,Vancouver Coastal,7
PCC_0197,,"PONDEROSA PRIMARY CARE CENTRE, 110, 2504 SKAHA LAKE RD",PENTICTON,BC,V2A 6G1,CANADA,49.4687253,-119.5838601,1 IHA,Interior,6
PCC_0198,,"210, 2525 COMMERCIAL DR",VANCOUVER,BC,V5N 4C1,CANADA,49.2620106,-123.0701554,3 VCHA,Vancouver Coastal,2
PCC_0199,,"OCEAN PIER MEDICAL CLINIC, 2537 BEACON AVE",SIDNEY,BC,V8L 1Y3,CANADA,48.6484605,-123.3946544,4 VIHA,Vancouver Island,1
PCC_0200,,"207, 2537 BEACON AVE",SIDNEY,BC,V8L 1Y3,CANADA,48.6484605,-123.3946544,4 VIHA,Vancouver Island,9
PCC_0201,,258 PARK DR,CLEARWATER,BC,V0E 1N1,CANADA,51.6500544,-120.037531,1 IHA,Interior,5
PCC_0202,,"FIRST CARE MEDICAL CENTRE, 2590 COMMERCIAL DR",VANCOUVER,BC,V5N 4C2,CANADA,49.2615027,-123.0697234,3 VCHA,Vancouver Coastal,2
PCC_0203,PO BOX 160,"KIMBERLEY MEDICAL CLINIC, 260 FOURTH AVE",KIMBERLEY,BC,V1A 2Y6,CANADA,49.6900306,-115.9863649,1 IHA,Interior,4
PCC_0204,,"WESTVIEW MEDICAL CENTRE, 400, 2609 WESTVIEW DR",NORTH VANCOUVER,BC,V7N 4M2,CANADA,49.3330735,-123.0896829,3 VCHA,Vancouver Coastal,5
PCC_0205,,"WELCOME CENTRE MEDICAL CLINIC, 2610 VICTORIA DR",VANCOUVER,BC,V5N 4L2,CANADA,49.2611159,-123.0654038,3 VCHA,Vancouver Coastal,1
PCC_0206,,"OMA MEDICAL CLINIC, 202, 2620 COMMERCIAL DR",VANCOUVER,BC,V5N 4C4,CANADA,49.2607208,-123.0694263,3 VCHA,Vancouver Coastal,1
PCC_0207,,"COM EL MEDICAL CENTRE, 2620 COMMERCIAL DR UNIT 301",VANCOUVER,BC,V5N 4C4,CANADA,49.2607208,-123.0694263,3 VCHA,Vancouver Coastal,2
PCC_0208,,"OLIVETREE MEDICAL CLINIC, 2655 CLEARBROOK RD",ABBOTSFORD,BC,V2T 2Y6,CANADA,49.050643,-122.3383429,2 FHA,Fraser,1
PCC_0209,PO BOX 610,"GINGER GOODWIN MEDICAL CLINIC, 2665 BEAUFORT AVE",CUMBERLAND,BC,V0R 1S0,CANADA,49.6198211,-125.0325448,4 VIHA,Vancouver Island,1
PCC_0210,PO BOX 610,"SUITE 102, 2665 BEAUFORT AVE",CUMBERLAND,BC,V0R 1S0,CANADA,49.6198211,-125.0325448,4 VIHA,Vancouver Island,2
PCC_0211,,"LANGDON MEDICAL CENTRE, 108, 2669 LANGDON ST",ABBOTSFORD,BC,V2T 3L3,CANADA,49.050803,-122.3311472,2 FHA,Fraser,3
PCC_0212,,"120, 27 HELMCKEN RD",VICTORIA,BC,V8Z 5G5,CANADA,48.468176,-123.4281809,4 VIHA,Vancouver Island,7
PCC_0213,,"271 INGRAM ST, CANADA CARE CLINIC",DUNCAN,BC,V9L 1P3,CANADA,48.7794145,-123.7119816,4 VIHA,Vancouver Island,1
PCC_0214,,"230, 2720 MILL BAY RD",MILL BAY,BC,V0R 2P1,CANADA,48.6520419,-123.5590063,4 VIHA,Vancouver Island,9
PCC_0215,,"FORWARD CARE MEDICAL, EAST VAN, 2736 41ST AVE E",VANCOUVER,BC,V5R 2X1,CANADA,49.2327034,-123.0503292,3 VCHA,Vancouver Coastal,8
PCC_0216,PO BOX 1149,275 E STUART DR,FORT ST JAMES,BC,V0J 1P0,CANADA,54.4421505,-124.249522,5 NHA,Northern,3
PCC_0217,,"2751 CLIFFE AVE, SOUTHWOOD MEDICAL CLINIC",COURTENAY,BC,V9N 2L8,CANADA,49.6733228,-124.9835948,4 VIHA,Vancouver Island,1
PCC_0218,,"SOUTHWOOD MEDICAL, 1700, 2751 CLIFFE AVE",COURTENAY,BC,V9N 2L8,CANADA,49.6733228,-124.9835948,4 VIHA,Vancouver Island,3
PCC_0219,,2755 TUTT ST APT 201,KELOWNA,BC,V1Y 0G1,CANADA,49.86577,-119.4894933,1 IHA,Interior,6
PCC_0220,,"BEVERLY MEDICAL CLINIC, 2763 BEVERLY ST",DUNCAN,BC,V9L 6X2,CANADA,48.7857453,-123.7080025,4 VIHA,Vancouver Island,1
PCC_0221,,"DIAMOND HEALTH CARE CENTRE, 2775 LAUREL ST, 5 FLOOR, TRANSPLANT CLINIC",VANCOUVER,BC,V5Z 1M9,CANADA,49.2615125,-123.1259879,3 VCHA,Vancouver Coastal,1
PCC_0222,,"6 FLOOR, DIAMOND CENTRE, 2775 LAUREL ST",VANCOUVER,BC,V5Z 1M9,CANADA,49.2615125,-123.1259879,3 VCHA,Vancouver Coastal,1
PCC_0223,,"GORDON AND LESLIE DIAMOND CENTER, 8169, 2775 LAUREL ST",VANCOUVER,BC,V5Z 1M9,CANADA,49.2615125,-123.1259879,3 VCHA,Vancouver Coastal,1
PCC_0224,,"GORDON AND LESLIE DIAMOND HEALTH CARE CENTRE, MD UNDERGRADUATE PROGRAM, 11265, 2775 LAUREL ST ST",VANCOUVER,BC,V5Z 1M9,CANADA,49.2615125,-123.1259879,3 VCHA,Vancouver Coastal,3
